,sensitivity,JF,method,experiment,subject_idx
416,94.50980392156862,70.53197848176927,Elgendi_et_al,hand_bike,12
417,73.33333333333333,70.84068195179307,Matched_filter,hand_bike,12
418,96.07843137254902,38.381907947125335,Wavelet_transform,hand_bike,12
419,66.27450980392156,88.05309734513274,Engzee,hand_bike,12
420,92.94117647058823,67.90645252183714,Christov,hand_bike,12
421,91.37254901960785,38.381907947125335,Hamilton,hand_bike,12
422,95.29411764705881,45.36043666478449,Pan_Tompkins,hand_bike,12
423,84.70588235294117,69.62025316455697,WQRS,hand_bike,12
424,94.46254071661238,97.5609756097561,Elgendi_et_al,jogging,12
425,92.50814332247556,71.30688732051594,Matched_filter,jogging,12
426,99.6742671009772,45.37711011305559,Wavelet_transform,jogging,12
427,69.05537459283387,84.70588235294117,Engzee,jogging,12
428,97.71986970684038,70.69970845481049,Christov,jogging,12
429,99.6742671009772,38.33027041218168,Hamilton,jogging,12
430,99.6742671009772,55.460912360401295,Pan_Tompkins,jogging,12
431,92.50814332247556,69.68641114982579,WQRS,jogging,12
432,99.40119760479041,100.0,Elgendi_et_al,sitting,13
433,96.40718562874252,38.211788211788225,Matched_filter,sitting,13
434,100.0,71.42857142857143,Wavelet_transform,sitting,13
435,98.80239520958084,100.0,Engzee,sitting,13
436,100.0,100.0,Christov,sitting,13
437,100.0,71.42857142857143,Hamilton,sitting,13
438,100.0,100.0,Pan_Tompkins,sitting,13
439,98.20359281437125,100.0,WQRS,sitting,13
440,98.84393063583815,100.0,Elgendi_et_al,maths,13
441,97.6878612716763,71.42857142857143,Matched_filter,maths,13
442,99.42196531791907,100.0,Wavelet_transform,maths,13
443,99.42196531791907,100.0,Engzee,maths,13
444,99.42196531791907,100.0,Christov,maths,13
445,100.0,71.42857142857143,Hamilton,maths,13
446,100.0,100.0,Pan_Tompkins,maths,13
447,97.10982658959537,100.0,WQRS,maths,13
448,99.42857142857143,100.0,Elgendi_et_al,walking,13
449,98.28571428571429,45.45454545454546,Matched_filter,walking,13
450,99.42857142857143,71.42857142857143,Wavelet_transform,walking,13
451,98.85714285714286,100.0,Engzee,walking,13
452,99.42857142857143,100.0,Christov,walking,13
453,99.42857142857143,71.42857142857143,Hamilton,walking,13
454,98.85714285714286,55.55555555555556,Pan_Tompkins,walking,13
